,question,answer,feedback,reward,category,intent
,Nếu cha và mẹ đều bị hạn chế quyền với con thì phải làm sao?,"Việc trông nom, chăm sóc, giáo dục con và quản lý tài sản riêng của con chưa thành niên được giao cho người giám hộ theo quy định.",,1,CHUONG05,05_87_2
53,"Cha, mẹ đã bị hạn chế quyền đối với con chưa thành niên, nhưng vẫn có nghĩa vụ nào đối với con?","Cha, mẹ đã bị Tòa án hạn chế quyền đối với con chưa thành niên vẫn phải thực hiện nghĩa vụ cấp dưỡng cho con.",,1,CHUONG05,05_87_3
,Đối với người bị hạn chế quyền đối với con có phải thực hiện nghĩa vụ gì không?,"Có, đối với cha, mẹ bị Tòa án hạn chế quyền đối với con chưa thành niên vẫn phải thực hiện nghĩa vụ cấp dưỡng cho con",,1,CHUONG05,05_87_3
54,Khi nào con được coi là con chung của vợ chồng?,Con sinh ra trong thời kỳ hôn nhân hoặc do người vợ có thai trong thời kỳ hôn nhân là con chung của vợ chồng. Con được sinh ra trong thời hạn 300 ngày kể từ thời điểm chấm dứt hôn nhân được coi là con do người vợ có thai trong thời kỳ hôn nhân. Con sinh ra trước ngày đăng ký kết hôn và được cha mẹ thừa nhận là con chung của vợ chồng.,,1,CHUONG05,05_88_1
,Con chung của vợ chồng là gì?,"Con sinh ra trong thời kỳ hôn nhân hoặc do người vợ có thai trong thời kỳ hôn nhân là con chung của vợ chồng, con sinh ra trong thời hạn 300 ngày kể từ thời điểm chấm dứt hôn nhân do người vợ có thai trong thời kỳ hôn nhân, sinh ra trước ngày đăng ký kết hôn và được cha mẹ thừa nhận.",,1,CHUONG05,05_88_1
,Con sinh ra trước khi đăng ký kết hôn có được tính là con chung không?,Con sinh ra trước ngày đăng ký kết hôn và được cha mẹ thừa nhận là con chung của vợ chồng,,1,CHUONG05,05_88_1
,"Sau khi ly hôn, con mới sinh có được tính là con chung không?","Có, con được sinh ra trong 300 ngày kể từ thời điểm chấm dứt hôn nhân được coi là con do người vợ có thai trong thời kỳ hôn nhân",,1,CHUONG05,05_88_1
55,"Trong trường hợp cha, mẹ không thừa nhận con, điều gì cần phải có để Tòa án xác định?","Trong trường hợp cha, mẹ không thừa nhận con thì phải có chứng cứ và phải được Tòa án xác định.",,1,CHUONG05,05_88_2
,Cha mẹ không thừa nhận con có được không?,"Trường hợp cha, mẹ không thừa nhận con thì phải có chứng cứ và phải được Tòa án xác định",,1,CHUONG05,05_88_2
,Cha mẹ không thừa nhận con có được không?,Khi cha mẹ không thừa nhận con phải có chứng cứ và được tòa xác định ,,1,CHUONG05,05_88_2
56,Ai có thể yêu cầu Tòa án xác định người khác là con của mình?,"Người không được nhận là cha, mẹ của một người có thể yêu cầu Tòa án xác định người đó là con mình.",,1,CHUONG05,05_89_1
,Cha mẹ có thể yêu cầu Tòa xác định con không?,"Có người không được nhận là cha, mẹ của một người có thể yêu cầu Tòa án xác định người đó là con mình",,1,CHUONG05,05_89_1
,Cha mẹ có thể yêu cầu cơ quan nào xác đinh con mình?,Cha mẹ của một người có thể yêu cầu Tòa án xác định con mình,,1,CHUONG05,05_89_1
57,Ai có thể yêu cầu Tòa án xác định người khác không phải là con của mình?,"Người được nhận là cha, mẹ của một người có thể yêu cầu Tòa án xác định người đó không phải là con mình.",,1,CHUONG05,05_89_2
,"Khi phát hiện con mình không phải con ruột, có thể yêu cầu tòa xác định người đó không phải con mình không?","Có, người được nhận là cha, mẹ của một người có thể yêu cầu Tòa án xác định người đó không phải là con mình.",,1,CHUONG05,05_89_2
,"Khi biết con mình không phải con ruột, cha, mẹ có thể yêu cầu Tòa xác định không?","Khi người được nhận là cha, mẹ của một người có thể yêu cầu Tòa án xác định người đó không phải là con mình.",,1,CHUONG05,05_89_2
58,"Con đã thành niên có quyền nhận cha, mẹ không cần sự đồng ý của ai?","Con đã thành niên có quyền nhận cha, không cần phải có sự đồng ý của mẹ; nhận mẹ, không cần phải có sự đồng ý của cha.",,1,CHUONG05,05_90_2
,Con đã thành niên có quyền nhận cha không?,"Có, con đã thành niên nhận cha không cần phải có sự đồng ý của mẹ",,1,CHUONG05,05_90_2
,Con đã thành niên có quyền nhận mẹ không?,"Có, con đã thành niên nhận mẹ không cần phải có sự đồng ý của cha",,1,CHUONG05,05_90_2
,"Con có quyền nhận cha, mẹ của mình không?","Có, con có quyền nhận cha, mẹ của mình.",,1,CHUONG05,05_90_1
,"Con có thể nhận cha, mẹ đã mất không?","Có, con có quyền nhận cha, mẹ của mình kể cả trong trường hợp cha, mẹ đã chết",,1,CHUONG05,05_90_1
59,"Ai có quyền nhận cha, mẹ của mình?","Con có quyền nhận cha, mẹ của mình, kể cả trong trường hợp cha, mẹ đã chết.",,1,CHUONG05,05_90_1
60,"Trong trường hợp người có vợ, chồng nhận con, liệu việc nhận con có cần sự đồng ý của người kia không?","Trong trường hợp người đang có vợ, chồng mà nhận con thì việc nhận con không cần phải có sự đồng ý của người kia.",,1,CHUONG05,05_91_2
,Có thể nhận con khi đã kết hôn với người khác không?,"Được, trong trường hợp người đang có vợ, chồng mà nhận con thì việc nhận con không cần phải có sự đồng ý của người kia",,1,CHUONG05,05_91_2
,"Cha, mẹ có quyền nhận con của mình không?","Có, cha mẹ có quyền nhận con kể cả trường hợp con đã chết.",,1,CHUONG05,05_91_1
,"Khi con đã chết, cha mẹ có thể nhận con không?",Cha mẹ có quyền nhận con kể cả trong trường hợp con đã chết,,1,CHUONG05,05_91_1
61,Cha mẹ có quyền nhận con khi nào?,"Cha, mẹ có quyền nhận con, kể cả trong trường hợp con đã chết.",,1,CHUONG05,05_91_1
62,"Trong trường hợp người có yêu cầu chết, người thân thích có quyền yêu cầu Tòa án xác định cha, mẹ, con của người đã chết không?","Trong trường hợp có yêu cầu về việc xác định cha, mẹ, con mà người có yêu cầu chết thì người thân thích của người này có quyền yêu cầu Tòa án xác định cha, mẹ, con cho người yêu cầu đã chết.",,1,CHUONG05,05_92
,Trường hợp có yêu cầu xác định cha mẹ mà người con đã chết có giải quyết được không?,"Trong trường hợp có yêu cầu về việc xác định cha, mẹ, con mà người có yêu cầu chết thì người thân thích của người này có quyền yêu cầu Tòa án xác định cha, mẹ, con cho người yêu cầu đã chết.",,1,CHUONG05,05_92
,Khi xác định con nhưng cha hoặc mẹ mất thì có được giải quyết không?,"Trong trường hợp có yêu cầu về việc xác định cha, mẹ, con mà người có yêu cầu chết thì người thân thích của người này có quyền yêu cầu Tòa án xác định cha, mẹ, con cho người yêu cầu đã chết.",,1,CHUONG05,05_92
63,"Theo Điều 93 của của Luật Hôn Nhân và Gia Đình, trong trường hợp người vợ sử dụng kỹ thuật hỗ trợ sinh sản, việc xác định cha, mẹ được áp dụng theo quy định nào?","Trong trường hợp người vợ sử dụng kỹ thuật hỗ trợ sinh sản, việc xác định cha, mẹ áp dụng theo quy định tại Điều 88.",,1,CHUONG05,05_93_1
64,Ai là mẹ của đứa con được sinh ra trong trường hợp người phụ nữ sống độc thân sử dụng kỹ thuật hỗ trợ sinh sản?,"Trong trường hợp người phụ nữ sống độc thân sử dụng kỹ thuật hỗ trợ sinh sản, người phụ nữ đó là mẹ của đứa con được sinh ra.",,1,CHUONG05,05_93_2
,Phụ nữ độc thân như sinh con bằng kỹ thuật thì có phải là mẹ của con được sinh ra không?,"Phải, trong trường hợp người phụ nữ sống độc thân sinh con bằng kỹ thuật hỗ trợ sinh sản thì người phụ nữ đó là mẹ của con được sinh ra",,1,CHUONG05,05_93_2
,Đối với phụ nữ độc thân sinh con bằng kỹ thuật thì được xác định con không?,"Trong trường hợp người phụ nữ sống độc thân sử dụng kỹ thuật hỗ trợ sinh sản, người phụ nữ đó là mẹ của đứa con được sinh ra.",,1,CHUONG05,05_93_2
65,"Khi sử dụng kỹ thuật hỗ trợ sinh sản, liệu quan hệ cha, mẹ và con có phát sinh giữa người cho tinh trùng, noãn, phôi không?","Việc sinh con bằng kỹ thuật hỗ trợ sinh sản không làm phát sinh quan hệ cha, mẹ và con giữa người cho tinh trùng, cho noãn, cho phôi với người con được sinh ra.",,1,CHUONG05,05_93_3
,Người cho phôi có phát sinh quan hệ cha mẹ với con được sinh ra không?,"Việc sinh con bằng kỹ thuật hỗ trợ sinh sản không làm phát sinh quan hệ cha, mẹ và con giữa người cho tinh trùng, cho noãn, cho phôi với người con được sinh ra.",,1,CHUONG05,05_93_3
,"Người cho tinh trùng, cho noãn có thể phát sinh mối quan hệ cha, mẹ và con không?","Việc sinh con bằng kỹ thuật hỗ trợ sinh sản không làm phát sinh quan hệ cha, mẹ và con giữa người cho tinh trùng, cho noãn, cho phôi với người con được sinh ra.",,1,CHUONG05,05_93_3
66,"Trong trường hợp mang thai hộ vì mục đích nhân đạo, việc xác định cha, mẹ được áp dụng theo quy định nào?","Việc xác định cha, mẹ trong trường hợp mang thai hộ vì mục đích nhân đạo được áp dụng theo quy định tại Điều 94 của Luật Hôn Nhân và Gia Đình.",,1,CHUONG05,05_93_4
67,"Làm thế nào để xác định cha, mẹ trong trường hợp mang thai hộ vì mục đích nhân đạo?","Theo Điều 94, con sinh ra trong trường hợp mang thai hộ vì mục đích nhân đạo được coi là con chung của vợ chồng nhờ mang thai hộ, kể từ thời điểm con được sinh ra.",,1,CHUONG05,05_94
,"Khi con sinh ra bằng biện pháp nhờ mang thai hộ thì xác định cha, mẹ như thế nào?",Trường hợp con sinh ra bằng biện pháp mang thai hộ vì mục đích nhân đạo là con chung của vợ chồng nhờ mang thai hộ kể từ thời điểm con được sinh ra,,1,CHUONG05,05_94
68,Điều kiện nào cần được đáp ứng khi thực hiện mang thai hộ vì mục đích nhân đạo theo Điều 95?,Việc mang thai hộ vì mục đích nhân đạo phải được thực hiện trên cơ sở tự nguyện của các bên và được lập thành văn bản.,,1,CHUONG05,05_95_1
,Có thể ép buộc người khác mang thai hộ không?,"Không, việc mang thai hộ vì mục đích nhân đạo phải được thực hiện trên cơ sở tự nguyện của các bên và được lập thành văn bản",,1,CHUONG05,05_95_1
,Có cần lập giao kèo khi mang thai hộ không?,Khi mang thai hộ vì mục đích nhân đạo phải được thực hiện trên cơ sở tự nguyện của các bên và được lập thành văn bản,,1,CHUONG05,05_95_1
69,Vợ chồng có quyền nhờ người mang thai hộ khi nào và những điều kiện gì?,"Vợ chồng có quyền nhờ người mang thai hộ khi có xác nhận của tổ chức y tế về việc người vợ không thể mang thai, không có con chung, và đã được tư vấn về y tế, pháp lý, tâm lý.",,1,CHUONG05,05_95_2
,Các điều kiện nào để vợ chồng nhờ người mang thai hộ?,"Có xác nhận của tổ chức y tế về việc người vợ không thể mang thai và sinh con ngay khi áp dụng kĩ thuật hỗ trợ sinh sản, vợ chồng đang không có con chung, đã được tư vấn về y tế, pháp lý, tâm lý.",,1,CHUONG05,05_95_2
,Vợ chồng có con chung nhờ người khác mang thai hộ được không?,"Không theo quy định vợ chồng đang không có con chung và có xác nhận vợ không thể mang thai và được tư vấn về y tế, pháp lý, tâm lý.",,1,CHUONG05,05_95_2
70,Những điều kiện nào cần được đáp ứng bởi người được nhờ mang thai hộ?,"Người được nhờ mang thai hộ phải là người thân thích cùng hàng của bên vợ hoặc bên chồng, đã từng sinh con và chỉ được mang thai hộ một lần, ở độ tuổi phù hợp, có xác nhận của tổ chức y tế về khả năng mang thai hộ, và đã được tư vấn về y tế, pháp lý, tâm lý.",,1,CHUONG05,05_95_3
,Điều kiện để mang thai hộ?,"Người được nhờ mang thai hộ phải là người thân thích cùng hàng của bên vợ hoặc bên chồng, đã từng sinh con và chỉ được mang thai hộ một lần, ở độ tuổi phù hợp, có xác nhận của tổ chức y tế về khả năng mang thai hộ, và đã được tư vấn về y tế, pháp lý, tâm lý",,1,CHUONG05,05_95_3
,Người mang thai hộ là người không thân thích được không?,Không người mang thai hộ phải là người thân thích cùng hàng bên vợ hoặc chồng,,1,CHUONG05,05_95_3
,Nếu có chồng thì có được mang thai hộ không?,"Nếu người mang thai hộ là thân thích bên vợ hoặc chồng nhờ mang thai hộ, có chồng phải có sự đồng ý bằng văn bản của người chồng.",,1,CHUONG05,05_95_3
71,Việc mang thai hộ vì mục đích nhân đạo có bị hạn chế bởi quy định nào?,Việc mang thai hộ vì mục đích nhân đạo không được trái với quy định của pháp luật về sinh con bằng kỹ thuật hỗ trợ sinh sản.,,1,CHUONG05,05_95_4
,Việc mang thai hộ vì mục đích nhân đạo cần tuân thủ quy tắc gì?,Việc mang thai hộ vì mục đích nhân đạo không được trái với quy định của pháp luật về sinh con bằng kỹ thuật hỗ trợ sinh sản.,,1,CHUONG05,05_95_4
72,Việc mang thai hộ vì mục đích nhân đạo có được chính phủ quy định không?,Có chính phủ quy định chi tiết về việc mang thai hộ vì mục đích nhân đạo,,1,CHUONG05,05_95_5
73,Các nội dung cơ bản cần có trong thỏa thuận về mang thai hộ vì mục đích nhân đạo theo Điều 96 là gì?,"Thỏa thuận về mang thai hộ phải bao gồm thông tin đầy đủ về bên nhờ mang thai hộ và bên mang thai hộ, cam kết thực hiện quyền, nghĩa vụ theo quy định của Điều 97 và Điều 98, giải quyết hậu quả tai biến sản khoa, hỗ trợ sức khỏe sinh sản cho người mang thai hộ, quyền và nghĩa vụ đối với con, và trách nhiệm dân sự trong trường hợp vi phạm cam kết.",,1,CHUONG05,05_96_1
,Thỏa thuận về mang thai hộ phải được lập như thế nào?,"Thỏa thuận về mang thai hộ phải được lập thành văn bản có công chứng. Trong trường hợp ủy quyền, việc ủy quyền cũng phải được lập thành văn bản có công chứng. Việc ủy quyền cho người thứ ba không có giá trị pháp lý.",,1,CHUONG05,05_96_2
74,Thỏa thuận về mang thai hộ phải được lập như thế nào theo Điều 96?,"Thỏa thuận về mang thai hộ phải được lập thành văn bản có công chứng. Trong trường hợp ủy quyền, việc ủy quyền cũng phải được lập thành văn bản có công chứng. Việc ủy quyền cho người thứ ba không có giá trị pháp lý.",,1,CHUONG05,05_96_2
,Thỏa thuận nhờ mang thai hộ có được ủy quyền không?,Có trường hợp vợ chồng bên nhờ mang thai hộ ủy quyền cho nhau hoặc vợ chồng bên mang thai hộ ủy quyền cho nhau về việc thỏa thuận thì việc ủy quyền phải lập thành văn bản có công chứng. Ngoại trừ trường hợp ủy quyền cho người thứ ba không có giá trị pháp lý.,,1,CHUONG05,05_96_2
75,"Trong trường hợp thỏa thuận về mang thai hộ lập cùng với thỏa thuận với cơ sở y tế, điều kiện nào cần được đáp ứng?","Trong trường hợp thỏa thuận về mang thai hộ lập cùng với thỏa thuận với cơ sở y tế, thỏa thuận này phải có xác nhận của người có thẩm quyền tại cơ sở y tế đó.",,1,CHUONG05,05_96_2
,Khi thỏa thuận giữ bên mang thai hộ và bên nhờ mang thai hộ với cơ sở y tế thực hiện sinh con bằng kỹ thuật cần lưu ý gì?,"Trong trường hợp thỏa thuận về mang thai hộ lập cùng với thỏa thuận với cơ sở y tế, thỏa thuận này phải có xác nhận của người có thẩm quyền tại cơ sở y tế đó.",,1,CHUONG05,05_96_2
76,"Người mang thai hộ và chồng của người mang thai hộ có quyền, nghĩa vụ gì theo Điều 97?","Người mang thai hộ và chồng của người mang thai hộ có quyền và nghĩa vụ giống như cha mẹ trong việc chăm sóc sức khỏe sinh sản, chăm sóc và nuôi dưỡng con cho đến thời điểm giao đứa trẻ cho bên nhờ mang thai hộ; phải giao đứa trẻ cho bên nhờ mang thai hộ.",,1,CHUONG05,05_97_1
,Quyền và nghĩa vụ của người mang thai hộ là gì?,Người mang thai hộ có quyền nghĩa vụ như cha mẹ trong việc chăm sóc sức khỏe sinh sản và chăm sóc nuôi dưỡng con đến thời điểm phải giao đứa trẻ bên cho bên nhờ mang thai hộ,,1,CHUONG05,05_97_1
,Chồng của người mang thai hộ có quyền gì không?,"Có chồng của người mang thai hộ có quyền, nghĩa vụ như cha mẹ trong việc chăm sóc sức khỏe sinh sản và chăm sóc, nuôi dưỡng con cho đến thời điểm phải giao cho bên nhờ mang thai hộ.",,1,CHUONG05,05_97_1
,Người mang thai hộ có phải chăm sóc nuôi dưỡng đứa trẻ không?,"Có người mang thai hộ có quyền, nghĩa vụ như cha mẹ trong việc chăm sóc sức khỏe sinh sản và chăm sóc, nuôi dưỡng cho đến thời điểm giao đứa trẻ cho bên nhờ mang thai hộ, phải giao đứa trẻ cho bên nhờ mang thai hộ.",,1,CHUONG05,05_97_1
77,Người mang thai hộ cần tuân thủ những quy định nào về sức khỏe thai nhi theo Điều 97?,"Người mang thai hộ phải tuân thủ quy định về thăm khám, các quy trình sàng lọc để phát hiện và điều trị các bất thường, dị tật của bào thai theo quy định của Bộ Y tế.",,1,CHUONG05,05_97_2
,Người mang thai hộ phải tuân thủ quy định gì của bộ y tế?,"Người mang thai hộ phải tuân thủ quy định về thăm khám, các quy trình sàng lọc để phát hiện và điều trị các bất thường, dị tật của bào thai theo quy định của Bộ Y tế.",,1,CHUONG05,05_97_2
,Khi mang thai hộ có phải thăm khám gì không?,"Có, người mang thai hộ phải tuân thủ quy định về thăm khám, các quy trình sàng lọc để phát hiện, điều trị các bất thường, dị tật của bào thai theo quy định của Bộ Y Tế",,1,CHUONG05,05_97_2
78,Người mang thai hộ được hưởng chế độ thai sản như thế nào theo Điều 97?,"Người mang thai hộ được hưởng chế độ thai sản theo quy định của pháp luật về lao động và bảo hiểm xã hội cho đến thời điểm giao đứa trẻ cho bên nhờ mang thai hộ. Trong trường hợp sinh con do mang thai hộ, không tính vào số con theo chính sách dân số và kế hoạch hóa gia đình.",,1,CHUONG05,05_97_3
,Người mang thai hộ có hưởng chế độ gì không?,"Có, người mang thai hộ được hưởng chế độ thai sản theo quy định của pháp luật về lao động và bảo hiểm xã hội cho đến thời điểm giao đứa trẻ cho bên nhờ mang thai hộ. Trong trường hợp kể từ ngày sinh đến thời điểm giao đứa trẻ mà thời gian hưởng chế độ thai sản chưa đủ 60 ngày thì vẫn được hưởng chế độ thai sản cho đến đủ 60 ngày.",,1,CHUONG05,05_97_3
,Mang thai hộ có được tính vào kế hoạch hóa gia đình không?,"Không, việc sinh con do mang thai hộ không tính vào số con theo chính sách dân số và kế hoạch hóa gia đình",,1,CHUONG05,05_97_3
,Khi mang thai hộ có được hưởng chế độ thai sản không?,"Có, người mang thai hộ được hưởng chế độ thai sản theo quy định của pháp luật về lao động và bảo hiểm xã hội cho đến thời điểm giao đứa trẻ cho bên nhờ mang thai hộ. Trong trường hợp kể từ ngày sinh đến thời điểm giao đứa trẻ mà thời gian hưởng chế độ thai sản chưa đủ 60 ngày thì vẫn được hưởng chế độ thai sản cho đến đủ 60 ngày.",,1,CHUONG05,05_97_3
,Khi mang thai hộ mà giao đứa trẻ sinh chưa đủ 1 tháng có được hưởng nghỉ thai sản tiếp không?,"Có, trường hợp kể từ ngày sinh đến thời điểm giao đứa trẻ mà thời gian hưởng thai sản chưa đủ 60 ngày thì người mang thai hộ vẫn được hưởng chế độ thai sản cho đến khi đủ 60 ngày",,1,CHUONG05,05_97_3
79,Bên mang thai hộ có quyền yêu cầu điều gì từ bên nhờ mang thai hộ theo Điều 97?,Bên mang thai hộ có quyền yêu cầu bên nhờ mang thai hộ thực hiện việc hỗ trợ và chăm sóc sức khỏe sinh sản.,,1,CHUONG05,05_97_4
,Bên mang thai hộ có quyền yêu cầu gì với người nhờ mang thai hộ không?,"Có, bên mang thai hộ có quyền yêu cầu bên nhờ mang thai hộ thực hiện việc hỗ trợ, chăm sóc sức khỏe sinh sản",,1,CHUONG05,05_97_4
,Người mang thai hộ có quyền tiếp tục không mang thai không?,"Có, trường hợp vì lý do tính mạng, sức khỏe của mình, hoặc phát triển của thai nhi, người mang thai hộ có quyền quyết định số lượng bào thai, việc tiếp tục hay không tiếp tục mang thai.",,1,CHUONG05,05_97_4
,Người mang thai hộ có thể hủy mang thai khi không đủ sức khỏe không?,"Trường hợp vì lý do tính mạng, sức khỏe của mình người mang thai hộ có quyền quyết định tiếp tục hay không tiếp tục mang thai phù hợp với quy định.",,1,CHUONG05,05_97_4
80,Trong trường hợp nào người mang thai hộ có quyền quyết định về số lượng bào thai và việc tiếp tục mang thai?,"Trong trường hợp vì lý do tính mạng, sức khỏe hoặc sự phát triển của thai nhi, người mang thai hộ có quyền quyết định về số lượng bào thai và việc tiếp tục hay không tiếp tục mang thai, phù hợp với quy định của pháp luật về chăm sóc sức khỏe sinh sản và sinh con bằng kỹ thuật hỗ trợ sinh sản.",,1,CHUONG05,05_97_4
81,"Trong trường hợp bên nhờ mang thai hộ từ chối nhận con, bên mang thai hộ có quyền làm gì?","Trong trường hợp bên nhờ mang thai hộ từ chối nhận con, bên mang thai hộ có quyền yêu cầu Tòa án buộc bên nhờ mang thai hộ nhận con.",,1,CHUONG05,05_97_5
,Người nhờ mang thai hộ không nhận con phải làm gì?,"Trong trường hợp bên nhờ mang thai hộ từ chối nhận con, bên mang thai hộ có quyền yêu cầu Tòa án buộc bên nhờ mang thai hộ nhận con.",,1,CHUONG05,05_97_5
,Người mang thai hộ liên hệ với cơ quan nào khi người nhờ mang thai hộ không nhận con,"Trong trường hợp bên nhờ mang thai hộ từ chối nhận con, bên mang thai hộ có quyền yêu cầu Tòa án buộc bên nhờ mang thai hộ nhận con.",,1,CHUONG05,05_97_5
82,Bên nhờ mang thai hộ có nghĩa vụ gì đối với việc chi trả các chi phí liên quan đến sức khỏe sinh sản?,Bên nhờ mang thai hộ có nghĩa vụ chi trả các chi phí thực tế để bảo đảm việc chăm sóc sức khỏe sinh sản theo quy định của Bộ Y tế.,,1,CHUONG05,05_98_1
,Người mang thai hộ có phải trả chi phí chăm sóc sức khỏe không?,"Theo quy định, bên nhờ mang thai hộ có nghĩa vụ chi trả các chi phí thực tế để bảo đảm việc chăm sóc sức khỏe sinh sản theo quy định của Bộ Y tế",,1,CHUONG05,05_98_1
,Người nhờ mang thai hộ có phải chi trả chi phí cho người mang thai hộ không?,Bên nhờ mang thai hộ có nghĩa vụ chia trả các chi phí thực tế để đảm bảo việc chăm sóc sức khỏe sinh sản theo quy định của Bộ Y tế,,1,CHUONG05,05_98_1
83,"Quyền, nghĩa vụ của bên nhờ mang thai hộ đối với con phát sinh từ khi nào?","Quyền, nghĩa vụ của bên nhờ mang thai hộ đối với con phát sinh từ thời điểm con được sinh ra. Người mẹ nhờ mang thai hộ được hưởng chế độ thai sản theo quy định của pháp luật từ thời điểm nhận con cho đến khi con đủ 06 tháng tuổi.",,1,CHUONG05,05_98_2
,Quyền và nghĩa vụ của bên nhờ mang thai hộ được tính khi nào?,"Quyền, nghĩa vụ của bên nhờ mang thai hộ đối với con phát sinh từ thời điểm con được sinh ra. ",,1,CHUONG05,05_98_2
,Người nhờ mang thai hộ có được hưởng bảo hiểm xã hội không?,"Có, người nhờ mang thai hộ được hưởng chế độ thai sản theo quy định của pháp luật về lao động và bảo hiểm xã hội từ thời điểm nhận con cho đến khi con đủ 6 tháng tuổi",,1,CHUONG05,05_98_2
84,Bên nhờ mang thai hộ có được từ chối nhận con không?,"Bên nhờ mang thai hộ không được từ chối nhận con. Trong trường hợp chậm nhận con hoặc vi phạm nghĩa vụ về nuôi dưỡng, chăm sóc con, bên nhờ mang thai hộ phải có nghĩa vụ cấp dưỡng cho con theo quy định của Luật và bị xử lý theo pháp luật có liên quan. Nếu gây thiệt hại cho bên mang thai hộ, bên nhờ mang thai hộ còn phải bồi thường.",,1,CHUONG05,05_98_3
,Có thể nhận con chậm hơn khi nhờ người khác mang thai hộ không?,Khi bên nhờ mang thai hộ chậm nhận con phải có nghĩa vụ cáp dưỡng cho con theo quy định,,1,CHUONG05,05_98_3
,Bên nhờ mang thai hộ không cấp dưỡng cho con được không?,"Trong trường hợp bên nhờ mang thai hộ vi phạm nghĩa vụ về nuôi dưỡng, chăm sóc con bị xử lý theo quy định của pháp luật, nếu gây thiệt hại cho bên mang thai hộ thì phải bồi thường",,1,CHUONG05,05_98_3
85,"Trong trường hợp bên nhờ mang thai hộ chết, con sẽ được xử lý như thế nào?","Trong trường hợp bên nhờ mang thai hộ chết, con được hưởng thừa kế theo quy định của pháp luật đối với di sản của bên nhờ mang thai hộ.",,1,CHUONG05,05_98_3
,Người nhờ mang thai hộ mất thì như thế nào?,Trong trường hợp bên nhờ mang thai hộ chết thì con được hưởng thừa kế theo quy định của pháp luật với di sản của bên nhờ mang thai hộ.,,1,CHUONG05,05_98_3
86,"Giữa con sinh ra từ mang thai hộ và các thành viên khác của gia đình bên nhờ mang thai hộ có quyền, nghĩa vụ gì?","Giữa con sinh ra từ mang thai hộ và các thành viên khác của gia đình bên nhờ mang thai hộ có các quyền, nghĩa vụ theo quy định của Luật Hôn nhân và Gia đình, Bộ luật dân sự và luật khác có liên quan.",,1,CHUONG05,05_98_4
87,"Trong trường hợp bên mang thai hộ từ chối giao con, bên nhờ mang thai hộ có quyền làm gì?","Trong trường hợp bên mang thai hộ từ chối giao con, bên nhờ mang thai hộ có quyền yêu cầu Tòa án buộc bên mang thai hộ giao con.",,1,CHUONG05,05_98_5
,Làm gì khi bên mang thai hộ từ chối giao con?,Trường hợp bên mang thai hộ từ chối giao con thì bên nhờ mang thai hộ có quyền yêu cầu Tòa án buộc bên mang thai hộ giao con,,1,CHUONG05,05_98_5
,Bên mang thai hộ từ chối giao con giải quyết thế nào?,Trường hợp bên mang thai hộ từ chối giao con thì bên nhờ mang thai hộ có quyền yêu cầu Tòa án buộc bên mang thai hộ giao con,,1,CHUONG05,05_98_5
88,Ai là cơ quan có thẩm quyền giải quyết tranh chấp về sinh con bằng kỹ thuật hỗ trợ sinh sản và mang thai hộ?,Tòa án là cơ quan có thẩm quyền giải quyết tranh chấp về sinh con bằng kỹ thuật hỗ trợ sinh sản và mang thai hộ.,,1,CHUONG05,05_99_1
,Khi có tranh chấp về sinh con bằng mang thai hộ phải yêu cầu cơ quan nào?,Tòa án là cơ quan có thẩm quyền giải quyết tranh chấp về sinh con bằng kỹ thuật hỗ trợ sinh sản và mang thai hộ.,,1,CHUONG05,05_99_1
,Khi cần giải quyết tranh chấp sinh con khi mang thai hộ yêu cầu cơ quan chức năng nào?,"Khi có yêu cầu giải quyết tranh chấp về sinh con bằng kỹ thuật mang thai hộ, Tòa án là cơ quan có thẩm quyền giải quyết. ",,1,CHUONG05,05_99_1
89,"Trong trường hợp cả hai vợ chồng bên nhờ mang thai hộ chết hoặc mất năng lực hành vi dân sự, bên mang thai hộ có quyền làm gì?","Trong trường hợp chưa giao đứa trẻ mà cả hai vợ chồng bên nhờ mang thai hộ chết hoặc mất năng lực hành vi dân sự, bên mang thai hộ có quyền nhận nuôi đứa trẻ. Nếu bên mang thai hộ không nhận nuôi đứa trẻ, thì việc giám hộ và cấp dưỡng đối với đứa trẻ được thực hiện theo quy định của Luật Hôn nhân và Gia đình và Bộ luật dân sự.",,1,CHUONG05,05_99_2
,Cha mẹ nhờ mang thai hộ mất trước khi giao đứa trẻ phải làm sao?,"Khi chưa giao đứa trẻ mà cả hai vợ chồng nhờ mang thai hộ chết thì bên mang thai hộ có quyền nhận nuôi đứa trẻ, nếu bên mang thai hộ không nhận nuôi đứa trẻ thì việc giám hộ và cấp dưỡng đối với đứa trẻ thực hiện theo quy định.",,1,CHUONG05,05_99_2
,Khi chưa giao đứa trẻ mà cả hai vợ chồng nhờ mang thai hộ bị hôn mê phải giải quyết thế nào?,"Khi chưa giao đứa trẻ mà cả hai vợ chồng nhờ mang thai hộ mất năng lực hành vi dân sự thì bên mang thai hộ có quyền nhận nuôi đứa trẻ, nếu bên mang thai hộ không nhận nuôi đứa trẻ thì việc giám hộ và cấp dưỡng đối với đứa trẻ thực hiện theo quy định.",,1,CHUONG05,05_99_2
